Title,Price,In-stock availability text,Star rating,UPC,Product description,Category
The Book of Mormon,Â£24.57,In stock (9 available),3,3f25a2fedae191cc,"The Book of Mormon is a volume of scripture comparable to the Bible. It is a record of God's dealings with the ancient inhabitants of the Americas and contains, as does the Bible, the fullness of the everlasting gospel.The book was written by many ancient prophets by the spirit of prophecy and revelation. Their words, written on gold plates, were quoted and abridged by a p The Book of Mormon is a volume of scripture comparable to the Bible. It is a record of God's dealings with the ancient inhabitants of the Americas and contains, as does the Bible, the fullness of the everlasting gospel.The book was written by many ancient prophets by the spirit of prophecy and revelation. Their words, written on gold plates, were quoted and abridged by a prophet-historian named Mormon. The record gives an account of two great civilizations. One came from Jerusalem in 600 B.C., and afterward separated into two nations, known as the Nephites and the Lamanites. The other came much earlier when the Lord confounded the tongues at the Tower of Babel. This group is known as the Jaredites. After thousands of years, all were destroyed except the Lamanites, and they are among the ancestors of the American Indians. The crowning event recorded in the Book of Mormon is the personal ministry of the Lord Jesus Christ among the Nephites soon after his resurrection. It puts forth the doctrines of the gospel, outlines the plan of salvation, and tells men what they must do to gain peace in this life and eternal salvation in the life to come. After Mormon completed his writings, he delivered the account to his son Moroni, who added a few words of his own and hid up the plates in the hill Cumorah. On September 21, 1823, the same Moroni, then a glorified, resurrected being, appeared to the Prophet Joseph Smith and instructed him relative to the ancient record and its destined translation into the English language. In due course the plates were delivered to Joseph Smith, who translated them by the gift and power of God. The record is now published in many languages as a new and additional witness that Jesus Christ is the Son of the living God and that all who will come unto him and obey the laws and ordinances of his gospel may be saved. Concerning this record the Prophet Joseph Smith said: ""I told the brethren that the Book of Mormon was the most correct of any book on earth, and the keystone of our religion, and a man would get nearer to God by abiding by its precepts, than by any other book."" In addition to Joseph Smith, the Lord provided for eleven others to see the gold plates for themselves and to be special witnesses of the truth and divinity of the Book of Mormon. Their written testimonies are included herewith as ""The Testimony of Three Witnesses"" and ""The Testimony of Eight Witnesses."" We invite all men everywhere to read the Book of Mormon, to ponder in their hearts the message it contains, and the to ask God, the Eternal Father, in the name of Christ if the book is true. Those who pursue this course and ask in faith will gain a testimony of its truth and divinity by the power of the Holy Ghost. (See Moroni 10:3-5.) ...more",Religion
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Â£27.62,In stock (4 available),1,d12ca4020c2f602e,"Over 700,000 copies of the original hardcover and paperback editions of this stunningly popular book have been sold. Karen Armstrong's superbly readable exploration of how the three dominant monotheistic religions of the world - Judaism, Christianity, and Islam - have shaped and altered the conception of God is a tour de force. One of Britain's foremost commentators on rel Over 700,000 copies of the original hardcover and paperback editions of this stunningly popular book have been sold. Karen Armstrong's superbly readable exploration of how the three dominant monotheistic religions of the world - Judaism, Christianity, and Islam - have shaped and altered the conception of God is a tour de force. One of Britain's foremost commentators on religious affairs, Armstrong traces the history of how men and women have perceived and experienced God, from the time of Abraham to the present. From classical philosophy and medieval mysticism to the Reformation, the Enlightenment, and the modern age of skepticism, Armstrong performs the near miracle of distilling the intellectual history of monotheism into one compelling volume. ...more",Religion
The Bhagavad Gita,Â£57.49,In stock (1 available),3,f3a0b8c835129558,"The Bhagavad Gita is an intensely spiritual work that forms the cornerstone of the Hindu faith, and is also one of the masterpieces of Sanskrit poetry. It describes how, at the beginning of a mighty battle between the Pandava and Kaurava armies, the god Krishna gives spiritual enlightenment to the warrior Arjuna, who realizes that the true battle is for his own soul.Juan M The Bhagavad Gita is an intensely spiritual work that forms the cornerstone of the Hindu faith, and is also one of the masterpieces of Sanskrit poetry. It describes how, at the beginning of a mighty battle between the Pandava and Kaurava armies, the god Krishna gives spiritual enlightenment to the warrior Arjuna, who realizes that the true battle is for his own soul.Juan MascarÃ³'s translation of The Bhagavad Gita captures the extraordinary aural qualities of the original Sanskrit. This edition features a new introduction by Simon Brodbeck, which discusses concepts such as dehin, prakriti and karma. ...more",Religion
Choosing Our Religion: The Spiritual Lives of America's Nones,Â£28.42,In stock (1 available),4,a812f6969ddf3e39,"To the dismay of religious leaders, study after study has shown a steady decline in affiliation and identification with traditional religions in America. By 2014, more than twenty percent of adults identified as unaffiliated--up more than seven percent just since 2007. Even more startling, more than thirty percent of those under the age of thirty now identify as ""Nones""--a To the dismay of religious leaders, study after study has shown a steady decline in affiliation and identification with traditional religions in America. By 2014, more than twenty percent of adults identified as unaffiliated--up more than seven percent just since 2007. Even more startling, more than thirty percent of those under the age of thirty now identify as ""Nones""--answering ""none"" when queried about their religious affiliation. Is America losing its religion? Or, as more and more Americans choose different spiritual paths, are they changing what it means to be religious in the United States today? In Choosing Our Religion, Elizabeth Drescher explores the diverse, complex spiritual lives of Nones across generations and across categories of self-identification as ""Spiritual-But-Not-Religious,"" ""Atheist,"" ""Agnostic,"" ""Humanist,"" ""just Spiritual,"" and more. Drawing on more than one hundred interviews conducted across the United States, Drescher opens a window into the lives of a broad cross-section of Nones, diverse with respect to age, gender, race, sexual orientation, and prior religious background. She allows Nones to speak eloquently for themselves, illuminating the processes by which they became None, the sources of information and inspiration that enrich their spiritual lives, the practices they find spiritually meaningful, how prayer functions in spiritual lives not centered on doctrinal belief, how morals and values are shaped outside of institutional religions, and how Nones approach the spiritual development of their own children. These compelling stories are deeply revealing about how religion is changing in America--both for Nones and for the religiously affiliated family, friends, and neighbors with whom their lives remain intertwined. ...more",Religion
A Light in the Attic,Â£51.77,In stock (22 available),3,a897fe39b1053632,"It's hard to imagine a world without A Light in the Attic. This now-classic collection of poetry and drawings from Shel Silverstein celebrates its 20th anniversary with this special edition. Silverstein's humorous and creative verse can amuse the dowdiest of readers. Lemon-faced adults and fidgety kids sit still and read these rhythmic words and laugh and smile and love th It's hard to imagine a world without A Light in the Attic. This now-classic collection of poetry and drawings from Shel Silverstein celebrates its 20th anniversary with this special edition. Silverstein's humorous and creative verse can amuse the dowdiest of readers. Lemon-faced adults and fidgety kids sit still and read these rhythmic words and laugh and smile and love that Silverstein. Need proof of his genius? RockabyeRockabye baby, in the treetopDon't you know a treetopIs no safe place to rock?And who put you up there,And your cradle, too?Baby, I think someone down here'sGot it in for you. Shel, you never sounded so good. ...more",Poetry
The Black Maria,Â£52.15,In stock (19 available),1,1dfe412b8ac00530,"Praise for Aracelis Girmay:""[Girmay's] every lossâshe calls them estrangementsâis a yearning for connection across time and place; her every fragment is a bulwark against ruin."" â O, The Oprah Magazine ""In Aracelis Girmay we have a poet who collects, polishes, and shares stories with such brilliant invention, tenderness, and intellectual liveliness that it is understandabl Praise for Aracelis Girmay:""[Girmay's] every lossâshe calls them estrangementsâis a yearning for connection across time and place; her every fragment is a bulwark against ruin."" â O, The Oprah Magazine ""In Aracelis Girmay we have a poet who collects, polishes, and shares stories with such brilliant invention, tenderness, and intellectual liveliness that it is understandable that we think of her as the blessed curator of our collective histories. There is in her art the vulnerability of one who lives inside of the stories that she gathers in this remarkable collection. Her poems set off alarms even as they transform the world she inhabits, showing us, in the process, exactly what she asks of Romare Beardenâs art: ââ¦how not to // assign all blackness near the sea / a captivity.â This is one of the many sweet contradictions in the black maria, which âis a black flag / wounding the pastoral.â I am deeply thankful that we have a poet of her unique and singular talent writing today."" âKwame DawesTaking its name from the moon's dark plains, misidentified as seas by early astronomers, the black maria investigates African diasporic histories, the consequences of racism within American culture, and the question of human identity. Central to this project is a desire to recognize the lives of Eritrean refugees who have been made invisible by years of immigration crisis, refugee status, exile, and resulting statelessness. The recipient of a 2015 Whiting Award for Poetry, Girmay's newest collection elegizes and celebrates life, while wrestling with the humanistic notion of seeing beyond: seeing violence, seeing grace, and seeing each other better.""to the sea""great storage house, historyon which we rode, we touchedthe brief pulse of your flutteringpages, spelled with salt & life,your rage, your indifferenceyour gentleness washing our feet,all of you going onwhether or not we live,to you we bring our carnationsyellow & pink, how they floatlike bright sentences atopyour memory's dark hairAracelis Girmay is the author of three poetry collections, the black maria; Kingdom Animalia, which won the Isabella Gardner Award and was a finalist for the NBCC Award; and Teeth. The recipient of a 2015 Whiting Award, she has received grants and fellowships from the Jerome, Cave Canem, and Watson foundations, as well as Civitella Ranieri and the NEA. She currently teaches at Hampshire College's School for Interdisciplinary Arts and in Drew University's low residency MFA program. Originally from Santa Ana, California, she splits her time between New York and Amherst, Massachusetts. ...more",Poetry
Shakespeare's Sonnets,Â£20.66,In stock (19 available),4,30a7f60cd76ca58c,"This book is an important and complete collection of the Sonnets of William Shakespeare. Most readers are aware of the great plays and manuscripts written for the stage, but are unaware of the magnificent Sonnets which were written around the same period. This is an excellent, complete collection of the Sonnets and poetry of William Shakespeare and should not be missed by This book is an important and complete collection of the Sonnets of William Shakespeare. Most readers are aware of the great plays and manuscripts written for the stage, but are unaware of the magnificent Sonnets which were written around the same period. This is an excellent, complete collection of the Sonnets and poetry of William Shakespeare and should not be missed by those interested in the completion of a collection of his writings and those interested in early poetic works. ...more",Poetry
Olio,Â£23.88,In stock (19 available),1,feb7cc7701ecf901,"Part fact, part fiction, Tyehimba Jess's much anticipated second book weaves sonnet, song, and narrative to examine the lives of mostly unrecorded African American performers directly before and after the Civil War up to World War I. Olio is an effort to understand how they met, resisted, complicated, co-opted, and sometimes defeated attempts to minstrelize them.So, while Part fact, part fiction, Tyehimba Jess's much anticipated second book weaves sonnet, song, and narrative to examine the lives of mostly unrecorded African American performers directly before and after the Civil War up to World War I. Olio is an effort to understand how they met, resisted, complicated, co-opted, and sometimes defeated attempts to minstrelize them.So, while I lead this choir, I still find thatI'm being ledâ¦I'm a missionarymending my faith in the midst of this flockâ¦I toil in their fields of praise. When folks seethese freedmen stand and sing, they hear their Godspeak in tongues. These nine dark mouths sing shelter;they echo a hymn's haven from slavery's weather.Detroit native Tyehimba Jess' first book of poetry, leadbelly, was a winner of the 2004 National Poetry Series. Jess, a Cave Canem and NYU Alumni, has received fellowships from the Whiting Foundation, National Endowment for the Arts, Illinois Arts Council, and the Provincetown Fine Arts Work Center. Jess is also a veteran of the 2000 and 2001 Green Mill Poetry Slam Team. He exhibited his poetry at the 2011 TEDxNashville Conference. Jess is an Associate Professor of English at College of Staten Island. ...more",Poetry
You can't bury them all: Poems,Â£33.63,In stock (17 available),2,55f9da0c5eea2e10,"A poetry that is at once harrowing, angry, and achingly beautiful Patrick Woodcock has spent the past seven years engaging with and being shaped by the people, politics, and landscapes of the Kurdish north of Iraq, Fort Good Hope in the Northwest Territories, and Azerbaijan. His powerful new collection offers a poetry that simultaneously explores hope and horror while doc A poetry that is at once harrowing, angry, and achingly beautiful Patrick Woodcock has spent the past seven years engaging with and being shaped by the people, politics, and landscapes of the Kurdish north of Iraq, Fort Good Hope in the Northwest Territories, and Azerbaijan. His powerful new collection offers a poetry that simultaneously explores hope and horror while documenting the transformative processes of coping. You canât bury them all follows the narratives we construct to survive the tragic failures of our humanity to their very end: everything thatâs buried by snow, dirt, and ash, just like everything thatâs buried by politics, homophobia, sexism, racism, religion; and history is resurrected, demanding to be heard and addressed.In Woodcockâs poetry, how we deal with what resurfaces is the key. What do those who suffer really mean to those who have abandoned them to small, conscience-soothing charitable donations or the occasional tweet? How can the poet, or anyone else, sleep at night knowing homosexuals are being thrown off building tops, after one steps into a hole and finds an abandoned corpse in an Azeri cemetery, or after the elders of an Aboriginal community are left helpless against those who only want to exploit them? Still, You canât bury them all demonstrates that the world is not just the horrific place the media often portrays. In each of the worlds he touches, Woodcock discovers a spirit and strength to celebrate. ...more",Poetry
Slow States of Collapse: Poems,Â£57.31,In stock (17 available),3,b4fd5943413e089a,"The eagerly anticipated debut from one of Canadaâs most exciting new poets In her debut collection, Ashley-Elizabeth Best explores the cultivation of resilience during uncertain and often trying times. Itâs a book built around day-to-day conflicts â poems about love, family, grief, power, and longing. Navigating the fault lines of popular culture and traditional poetry to The eagerly anticipated debut from one of Canadaâs most exciting new poets In her debut collection, Ashley-Elizabeth Best explores the cultivation of resilience during uncertain and often trying times. Itâs a book built around day-to-day conflicts â poems about love, family, grief, power, and longing. Navigating the fault lines of popular culture and traditional poetry to assert that we are all history makers, Slow States of Collapse enters the landscape of personal narrative in an attempt to reconcile lifeâs little universal griefs.Slow States of Collapse presents a world that is at once menacing and full of wonder and grace. Itâs a poetry of âcasual crueltyâ and âkisses like / puncture wounds,â of âsomething too tender to touchâ and âthe threat of an intense beauty.â In this collection, illness confronts bedside manners while a migrant restlessness also paints remarkable portraits of shifting self-image, and in the process the nature of personal and political power is reimagined. ...more",Poetry
Untitled Collection: Sabbath Poems 2014,Â£14.27,In stock (16 available),4,657fe5ead67a7767,"More than thirty-five years ago, when the weather allowed, Wendell Berry began spending his sabbaths outdoors, walking and wandering around familiar territory, seeking a deep intimacy only time could provide. These walks arranged themselves into poems and each year since he has completed a sequence dated by the year of its composition. Last year we collected the lot into a More than thirty-five years ago, when the weather allowed, Wendell Berry began spending his sabbaths outdoors, walking and wandering around familiar territory, seeking a deep intimacy only time could provide. These walks arranged themselves into poems and each year since he has completed a sequence dated by the year of its composition. Last year we collected the lot into a collection, This Day, the Sabbath Poems 1979-2013. This new sequence for the following year is one of the richest yet. This group provides a virtual syllabus for all of Mr. Berryâs cultural and agricultural work in concentrated form. Many of these poems are drawn from the view from a small porch in the woods, a place of stillness and reflection, a vantage point âof the one/life of the forest composed/of uncountable lives in countless/years each life coherent itself within/ the coherence, the great composure,/of all.â A new collection of Wendell Berry poems is always an occasion of joyful celebration and this one is especially so. ...more",Poetry
Poems That Make Grown Women Cry,Â£14.19,In stock (15 available),4,31001a1210623bd4,"Following the success of their anthology Poems That Make Grown Men Cry, father-and-son team Anthony and Ben Holden, working with Amnesty International, have asked the same revealing question of 100 remarkable women. What poem has moved you to tears?The poems chosen range from the eighth century to today, from Rumi and Shakespeare to Sylvia Plath, W.H. Auden to Carol Ann Du Following the success of their anthology Poems That Make Grown Men Cry, father-and-son team Anthony and Ben Holden, working with Amnesty International, have asked the same revealing question of 100 remarkable women. What poem has moved you to tears?The poems chosen range from the eighth century to today, from Rumi and Shakespeare to Sylvia Plath, W.H. Auden to Carol Ann Duffy, Pablo Neruda and Derek Walcott to Imtiaz Dharker and Warsan Shire. Their themes range from love and loss, through mortality and mystery, war and peace, to the beauty and variety of nature. From Yoko Ono to Judi Dench, Chimamanda Ngozi Adichie to Elena Ferrante, Carol Ann Duffy to Kaui Hart Hemmings, and Joan Baez to Nikki Giovanni, this unique collection delivers private insights into the minds of women whose writing, acting, and thinking are admired around the world. ...more",Poetry
Night Sky with Exit Wounds,Â£41.05,In stock (15 available),1,cfeb1e1e0e695b58,"âReading Vuong is like watching a fish move: he manages the varied currents of English with muscled intuition. His poems are by turns graceful and wonderstruck. His lines are both long and short, his pose narrative and lyric, his diction formal and insouciant. From the outside, Vuong has fashioned a poetry of inclusion.ââThe New YorkerOcean Vuong's first full-length collec âReading Vuong is like watching a fish move: he manages the varied currents of English with muscled intuition. His poems are by turns graceful and wonderstruck. His lines are both long and short, his pose narrative and lyric, his diction formal and insouciant. From the outside, Vuong has fashioned a poetry of inclusion.ââThe New YorkerOcean Vuong's first full-length collection aims straight for the perennial ""big""âand very humanâsubjects of romance, family, memory, grief, war, and melancholia. None of these he allows to overwhelm his spirit or his poems, which demonstrate, through breath and cadence and unrepentant enthrallment, that a gentle palm on a chest can calm the fiercest hungers. ...more",Poetry
salt.,Â£46.78,In stock (14 available),4,86cbddb61ea78bb7,"Salt is a journey through warmth and sharpness. This collection of poetry explores the realities of multiple identities, language, diasporic life & pain, the self, community, healing, celebration, and love.",Poetry
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Â£50.89,In stock (14 available),5,aa35446aab16017f,"The creator of the popular Tumblr and Instagram ""Quarter Life Poetry"" tackles the real-life truths of work, money, sex, and many other challenges 20-somethings face in a laugh-out-loud collection of poetry.Samantha Jayne knows that life post-college isn't as glamorous as all undergrads think it's going to be... because she's currently living it. A graphic artist, Sam start The creator of the popular Tumblr and Instagram ""Quarter Life Poetry"" tackles the real-life truths of work, money, sex, and many other challenges 20-somethings face in a laugh-out-loud collection of poetry.Samantha Jayne knows that life post-college isn't as glamorous as all undergrads think it's going to be... because she's currently living it. A graphic artist, Sam started creating doodles and funny poems about her life as a 25-year-old. And when she decided to put them on Instagram, the captions were full of other people tagging friends and saying, ""This is literally us."" At a time where it seems like everyone around you is getting married, making more money than you do, and paying off their student loans, Sam's poetry captures the voice of millennials everywhere who know that being in your 20s can sometimes be the exact opposite of ""the best years of your life."" ...more",Poetry
Out of Print: City Lights Spotlight No. 14,Â£53.64,In stock (8 available),5,c0fc0cd215ee1724,"The third full-length collectionby Julien Poirier, Out of Print is a truly bicoastal volume, reflecting the poet's years in New York as well as his return to his Bay Area roots. Consider it a meetinghouse between late New York School and contemporary California surrealism, a series of quips intercepted from America's underground poetry telegraph, or an absurdist mirror hel The third full-length collectionÂ by Julien Poirier, Out of Print is a truly bicoastal volume, reflecting the poet's years in New York as well as his return to his Bay Area roots. Consider it a meetinghouse between late New York School and contemporary California surrealism, a series of quips intercepted from America's underground poetry telegraph, or an absurdist mirror held up to consumerist culture.""Welcome Julien Poirier! What a distinct inspired voice. His work is abundant in surprise. His musical,often bonkers play of language is, for me, a source of delight & revelation.""âDavid Meltzer""Julien Poirierâs poems calibrate the vernacular in a sublime mathematics of commonalities. The effect is that of feelings on the run, enunciated clearly. In a sudden down-draughtâ'Youâre wind, you melt on my tongue'âheâll take the contemporary love poem into new stretches of believability while knowingly calling to account the failings that, whether perennial or merely topical, hem round ourselves to disastrous effect. For, no mistake, Out of Print means business: a forceful wake-up call, allowing as how for this old world the time for meaningful action may well have run out and weâve joined the fabled damned, lost but for such eloquence, affection, and mad, mad laughter in Hellâs despite.""âBill Berkson""Out of Printâs unexpectedly a love poem, its humor sharpening into dissonant pleasure. And what a pleasure! Julien Poirierâs weirdly direct and directly weird poems notice what an event is, whether itâs four square monks in a Coupe de Ville or becoming the Invisible Hand, and render that event into a sensual and searching landscape. You are really there, no where, but there, in poetry as a means to think differently, and maybe, absurdly, hope.""âKaren WeiserJulien Poirier is the co-founder of Ugly Duckling Presse. He has taught poetry in New York City and San Francisco public schools and at San Quentin State Prison. Previous books include Way Too West (2015) and El Golpe ChileÃ±o (2010). ...more",Poetry
Les Fleurs du Mal,Â£29.04,In stock (8 available),5,c44c5e1425475206,Presents the first American translation of the complete text of Baudelaire's 1857 masterwork and includes the complete original French texts for easy comparison.,Poetry
Howl and Other Poems,Â£40.45,In stock (8 available),2,b7870fa6dc088fbb,"The prophetic poem that launched a generation when it was first published in 1965 is here presented in a commemorative fortieth Anniversary Edition.When the book arrived from its British printers, it was seized almost immediately by U.S. Customs, and shortly thereafter the San Francisco police arrested its publisher and editor, Lawrence Ferlinghetti, together with City Lig The prophetic poem that launched a generation when it was first published in 1965 is here presented in a commemorative fortieth Anniversary Edition.When the book arrived from its British printers, it was seized almost immediately by U.S. Customs, and shortly thereafter the San Francisco police arrested its publisher and editor, Lawrence Ferlinghetti, together with City Lights Bookstore manager Shigeyoshi Murao. The two of them were charged with disseminating obscene literature, and the case went to trial in the municipal court of Judge Clayton Horn. A parade of distinguished literary and academic witnesses persuaded the judge that the title poem was indeed not obscene and that it had âredeeming social significance.âThus was Howl & Other Poems freed to become the single most influential poetic work of the post-World War II era, with over 900,000 copies now in print."" ...more",Poetry
Leave This Song Behind: Teen Poetry at Its Best,Â£51.17,In stock (7 available),5,b74ee891e2a6dd69,"It's been 10 years since the last book in the ""Teen Ink"" series"" Written in the Dirt ""was published. Now, a whole new batch of teen writers has emerged with their own unique voices. ""Leave This Song Behind"" features the best poetry submitted by those writers to ""Teen Ink"" over the last five years. The pieces in this book were chosen because they were so powerful that they It's been 10 years since the last book in the ""Teen Ink"" series"" Written in the Dirt ""was published. Now, a whole new batch of teen writers has emerged with their own unique voices. ""Leave This Song Behind"" features the best poetry submitted by those writers to ""Teen Ink"" over the last five years. The pieces in this book were chosen because they were so powerful that they stood out from the rest. ""Teen Ink"" editors took a deep look into each poem's strengths then divided ""Leave This Song Behind"" into seven sections based on the poetic techniques or qualities that moved them most. Vivid sensory details made some poems shine; others caught their attention with simple, sparse language. Still others were chosen because of their thoughtful use of form; compelling stories; strong figurative language; unexpected connections and wit; and fresh writing about familiar topics.Dig in and let these brave young voices capture your heart and mind with their passion, their pain, and their amazing poetry! ...more",Poetry
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Â£15.42,In stock (6 available),5,3d250ab0f12be445,"The Collected Poems of W. B. Yeats includes all of the poems authorized by Yeats for inclusion in his standard canon. Breathtaking in range, it encompasses the entire arc of his career, from luminous reworking of ancient Irish myths and legends to passionate meditations on the demands and rewards of youth and old age, from exquisite, occasionally whimsical songs of love, n The Collected Poems of W. B. Yeats includes all of the poems authorized by Yeats for inclusion in his standard canon. Breathtaking in range, it encompasses the entire arc of his career, from luminous reworking of ancient Irish myths and legends to passionate meditations on the demands and rewards of youth and old age, from exquisite, occasionally whimsical songs of love, nature, and art to somber and angry poems of life in a nation torn by war and uprising. In observing the development of rich and recurring images and themes over the course of his body of work, we can trace the quest of this century's greatest poet to unite intellect and artistry in a single magnificent vision.Revised and corrected, this edition includes Yeat's own notes on his poetry, complemented by explanatory notes from esteemed Yeats scholar Richard J. Finneran. The Collected Poems of W. B. Yeats is the most comprehensive edition of one of the world's most beloved poets available in paperback. ...more",Poetry
The Crossover,Â£38.77,In stock (5 available),4,b228042c088b1913,"""With a bolt of lightning on my kicks . . .The court is SIZZLING. My sweat is DRIZZLING. Stop all that quivering. Cuz tonight I'm delivering,"" announces dread-locked, 12-year old Josh Bell. He and his twin brother Jordan are awesome on the court. But Josh has more than basketball in his blood, he's got mad beats, too, that tell his family's story in verse, in this fast and ""With a bolt of lightning on my kicks . . .The court is SIZZLING. My sweat is DRIZZLING. Stop all that quivering. Cuz tonight I'm delivering,"" announces dread-locked, 12-year old Josh Bell. He and his twin brother Jordan are awesome on the court. But Josh has more than basketball in his blood, he's got mad beats, too, that tell his family's story in verse, in this fast and furious middle grade novel of family and brotherhood. Josh and Jordan must come to grips with growing up on and off the court to realize breaking the rules comes at a terrible price, as their story's heart-stopping climax proves a game-changer for the entire family. ...more",Poetry
Booked,Â£17.49,In stock (5 available),5,b54d7416bb445989,"Like lightning/you strike/fast and free/legs zoom/down field/eyes fixed/on the checkered ball/on the goal/ten yards to go/canât nobody stop you/canât nobody cop youâ¦ In this follow-up to the Newbery-winning novel THE CROSSOVER, soccer, family, love, and friendship, take center stage as twelve-year-old Nick learns the power of words as he wrestles with problems at home, sta Like lightning/you strike/fast and free/legs zoom/down field/eyes fixed/on the checkered ball/on the goal/ten yards to go/canât nobody stop you/canât nobody cop youâ¦ In this follow-up to the Newbery-winning novel THE CROSSOVER, Â soccer, family, love, and friendship, take center stage as twelve-year-old Nick learns the power of words as he wrestles with problems at home, stands up to a bully, and tries to impress the girl of his dreams.Â Helping him along are his best friend and sometimes teammate Coby, and The Mac, a rapping librarian who gives Nick inspiring books to read.Â Â  This electric and heartfelt novel-in-verse by poet Kwame Alexander bends and breaks as it captures all the thrills and setbacks, action and emotion of a World Cup match! ...more",Poetry
Twenty Love Poems and a Song of Despair,Â£30.95,In stock (1 available),4,e63c3f25338baf9a,"Drawn from the most intimate and personal associations, Pablo Neruda's most beloved collection of poetry juxtaposes the exuberance of youthful passion with the desolation of grief, the sensuality of the body with the metaphorical nuances of nature. Pulitzer Prize-winning poet W. S. Merwin's masterly translation faces the original Spanish text. This edition also features an Drawn from the most intimate and personal associations, Pablo Neruda's most beloved collection of poetry juxtaposes the exuberance of youthful passion with the desolation of grief, the sensuality of the body with the metaphorical nuances of nature. Pulitzer Prize-winning poet W. S. Merwin's masterly translation faces the original Spanish text. This edition also features an insightful Introduction by Cristina Garcia. More than eighty years after its publication, Twenty Love Poems and a Song of Despair stands as an essential collection that continues to inspire lovers and poets around the world. ...more",Poetry
